"ï»¿""R""",P,AgencyType,Source Url,Url,Column 6,Agency,Details
,,Meals on Wheels,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?f=q&source=s_q&hl=en&geocode=&q=5045+Valleyview+Rd.,+Lincoln,+ON&sll=43.148506,-79.478135&sspn=0.012305,0.01929&ie=UTF8&hq=&hnear=5045+Valleyview+Rd,+Lincoln,+Niagara+Regional+Municipality,+Ontario+L0R+1B2&z=16",,Meals on Wheels/Community Support Services of Niagara - Beamsville Office,"Serves residents of Grimsby, Beamsville, Vineland, Jordan, Smithville and West Lincoln.;5045 Valleyview Road;905-563-9501 ext. 21"
,,Meals on Wheels,http://niagararegion.ca/social-services/food-for-all.aspx#1,"https://www.google.ca/maps/place/Greater+Niagara+General+Hospital/@43.094176,-79.091579,17z/data=!3m1!4b1!4m2!3m1!1s0x89d3436bcbc47653:0x277315986998d5b",,Meals on Wheels Niagara Falls,"Serves residents of Niagara Falls, Chippawa, Niagara-on-the-Lake, St. Davids, Queenston, and Virgil.;Greater Niagara General Hospital, 5546 Portage Rd., P.O. Box 1018;905-356-7548"
,,Meals on Wheels,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?f=q&source=s_q&hl=en&geocode=&q=260+Sugarloaf+St.,+Port+Colborne,+ON&sll=49.891235,-97.15369&sspn=44.813761,79.013672&ie=UTF8&hq=&hnear=260+Sugarloaf+St,+Port+Colborne,+Niagara+Regional+Municipality,+Ontario+L3K+4X2&z=16",,"Meals on Wheels Port Colborne, Port Colborne General Hospital","Serves residents of Port Colborne, Gasline/Sherkston and Wainfleet.;260 Sugarloaf Street, Main Floor East, Room 11;905-835-1581"
,,Meals on Wheels,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?q=227+Bunting+Rd&hl=en&sll=43.192248,-79.561444&sspn=0.011639,0.019248&vpsrc=0&hnear=227+Bunting+Rd,+St+Catharines,+Ontario+L2M+3Y2&t=m&z=16",,Meals on Wheels Thorold/St. Catharines,"Serves residents of St. Catharines, Thorold, Port Robinson, Allanburg.;227 Bunting Rd., Unit L;905-682-0333"
,,Meals on Wheels,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?q=50+Dorothy+St+welland&hl=en&sll=42.919925,-78.913169&sspn=0.011691,0.019248&vpsrc=0&hnear=50+Dorothy+St,+Welland,+Ontario+L3B+3V7&t=m&z=16",,Meals on Wheels/Community Support Services Welland,"Serves residents of Welland, Pelham and Fonthill.;50 Dorothy St.;905-788-3181 ext. 25"
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?f=q&source=s_q&hl=en&geocode=&q=83+Church+St.,+St.+Catharines,+ON+&sll=49.891235,-97.15369&sspn=44.813761,79.013672&ie=UTF8&hq=&hnear=83+Church+St,+St+Catharines,+Niagara+Regional+Municipality,+Ontario+L2R+3C7&z=16",,St George's Anglican Church,Hot meal & overnight stay at no charge.;For more information call 905-984-5310 or 905-641-2249.;83 Church St.;905-984-4223;Wednesday: Open at 6 p.m.
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?f=q&source=s_q&hl=en&geocode=&q=366+St.+Paul+Street,+St.+Catharines,+ON&sll=49.891235,-97.15369&sspn=44.813761,79.013672&ie=UTF8&hq=&hnear=366+St+Paul+St,+St+Catharines,+Niagara+Regional+Municipality,+Ontario+L2R+4R3&z=16",,Silver Spire United Church (Formerly St. Paul Street United Church),Hot meal & overnight stay at no charge.;For more information call 905-984-5310 or 905-641-2249.;366 St. Paul St.;905-984-4223;Monday: Open at 6 p.m.
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?f=q&source=s_q&hl=en&geocode=&q=67+Church+Street,+St.+Catharines,+ON&sll=49.891235,-97.15369&sspn=44.813761,79.013672&ie=UTF8&hq=&hnear=67+Church+St,+St+Catharines,+Niagara+Regional+Municipality,+Ontario+L2R+7N8&z=16",,Cathedral of St. Catharine,Hot meal & overnight stay at no charge.;For more information call 905-984-5310 or 905-641-2249.;67 Church St.;905-984-4223;Tuesday: Open at 6 p.m.
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?f=q&source=s_q&hl=en&geocode=&q=57+Queen+Street,+St.+Catharines,+ON&sll=49.891235,-97.15369&sspn=44.813761,79.013672&ie=UTF8&hq=&hnear=57+Queen+St,+St+Catharines,+Niagara+Regional+Municipality,+Ontario+L2R+3B7&z=16",,Queen Street Baptist Church,Hot meal & overnight stay at no charge.;For more information call 905-984-5310 or 905-641-2249.;57 Queen St.;905-984-4223;Saturday: Open at 6 p.m.
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?f=q&source=s_q&hl=en&geocode=&q=272+Vine+Street,+St.+Catharines,+ON&sll=49.891235,-97.15369&sspn=44.813761,79.013672&ie=UTF8&hq=&hnear=272+Vine+St,+St+Catharines,+Niagara+Regional+Municipality,+Ontario+L2N+7P6&z=16",,St. Alfred's Roman Catholic Church,Open at 6 p.m. - Hot meal & overnight stay at no charge. For more information call 905-984-5310 or 905-641-2249.;272 Vine St.;905-984-4223;Thursday: Open at 6 p.m.
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,"http://maps.google.ca/maps?f=q&source=s_q&hl=en&geocode=&q=53+Church+St.,+St.+Catharines,+ON&sll=49.891235,-97.15369&sspn=44.813761,79.013672&ie=UTF8&hq=&hnear=53+Church+St,+St+Catharines,+Niagara+Regional+Municipality,+Ontario+L2R+7N8&z=16",,Knox Presbyterian Church,Hot meal & overnight stay at no charge.;For more information call 905-984-5310 or 905-641-2249.;53 Church St.;905-984-4223;Friday: Open at 6 p.m.
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,http://maps.google.ca/maps?hl=en&tab=wl,,Westminister United Church,Hot meal & overnight stay at no charge.;For more information call 905-984-5310 or 905-641-2249.;180 Queenston St.;Sunday: Open at 6 p.m.
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,,,,
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,,,,
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,,,Agency,Details
,,,http://niagararegion.ca/social-services/food-for-all.aspx#1,"https://www.google.ca/maps/preview?ie=UTF-8&fb=1&gl=ca&q=14+North+St,+St+Catharines,+ON+L2R+2S3&ei=RTsXVOCTD6SCjAK4wYGwBw&ved=0CBwQ8gEwAA",,Niagara Nutrition Partners,"Niagara Nutrition Partners is a region-wide initiative that provides the community with opportunities to develop and co-ordinate breakfast, lunch, or snack programs in schools and other venues. To date, Niagara Nutrition Partners supports over 200 programs at 135 sites in Niagara, giving kids an equal opportunity to learn and thrive.;14 North Street P.O. Box 575;905-984-8953"
